CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
6/7/2019 19:55,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,2800,W,MADISON ST,1222,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,6,6,41.88118544,-87.69636211
6/5/2019 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER LANE USAGE,IMPROPER LANE USAGE,1051,W,NORTH AVE,1822,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,6,41.91069375,-87.65530727
6/4/2019 15:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,959,N,HOMAN AVE,1121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,3,6,41.89910695,-87.71140771
6/1/2019 7:14,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,2855,E,95TH ST,431,3,NONINCAPACITATING INJURY,3,0,0,1,2,0,0,7,7,6,41.72261573,-87.55440946
6/8/2019 0:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,7003,S,WOLCOTT AVE,735,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,7,6,41.76650314,-87.67099898
6/3/2019 22:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,3820,N,CICERO AVE,1634,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,2,6,41.95039106,-87.74737867
6/13/2019 18:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,64,E,MADISON ST,112,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,5,6,41.88220341,-87.62552743
6/7/2019 14:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO REAR,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2635,N,CLARK ST,1935,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,6,41.93055345,-87.64364879
6/12/2019 13:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER BACKING,IMPROPER BACKING,3433,W,PETERSON AVE,1711,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,4,6,41.99019777,-87.71534076
6/11/2019 14:27,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,549,E,PERSHING RD,214,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,6,41.82377385,-87.61316938
6/8/2019 23:29,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1200,W,94TH ST,2222,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,7,6,41.72327239,-87.65305563
6/6/2019 22:50,30,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",OTHER NONCOLLISION,OTHER,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",ROAD ENGINEERING/SURFACE/MARKING DEFECTS,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,7107,W,IRVING PARK RD,1632,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,5,6,41.95264442,-87.80390666
6/4/2019 12:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,10820,S,WESTERN AVE,2212,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,3,6,41.69668737,-87.68145889
6/11/2019 17:35,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6442,S,YALE AVE,722,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,3,6,41.77686999,-87.6318838
6/10/2019 19:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,4900,S,DR MARTIN LUTHER KING JR DR,224,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,19,2,6,41.80564871,-87.61664067
6/5/2019 15:04,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5999,W,GRACE ST,1633,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,15,4,6,41.9493061,-87.77651691
6/8/2019 6:25,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,5601,W,ADDISON ST,1633,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,6,7,6,41.9457656,-87.76687562
6/6/2019 10:05,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6830,W,BYRON ST,1632,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,6,41.95101079,-87.79747798
6/5/2019 11:50,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3100,N,LARAMIE AVE,2514,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,4,6,41.93691859,-87.75677312
6/11/2019 17:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,999,N,MICHIGAN AVE,1833,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,3,6,41.90075885,-87.62398426
6/13/2019 1:40,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,,NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER BACKING,IMPROPER BACKING,8656,S,LAFAYETTE AVE,622,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,5,6,41.73641666,-87.62559459
6/13/2019 14:15,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,9001,S,LOOMIS ST,2222,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,5,6,41.73030995,-87.65789702
6/7/2019 13:05,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,2452,W,ARMITAGE AVE,1431,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,6,6,41.9176697,-87.68922828
6/3/2019 13:29,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,4200,N,KEELER AVE,1722,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,2,6,41.95733431,-87.73273324
6/4/2019 14:23,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,NOT APPLICABLE,10001,S,STATE ST,511,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,6,41.71258284,-87.62348389
6/8/2019 23:50,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER LANE USAGE,NOT APPLICABLE,305,W,ONTARIO ST,1831,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,6,41.89305523,-87.63586104
6/8/2019 20:43,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,6727,W,WELLINGTON AVE,2511,2,NONINCAPACITATING INJURY,2,0,0,2,0,0,0,20,7,6,41.93443432,-87.79429761
6/2/2019 17:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER OVERTAKING/PASSING,FOLLOWING TOO CLOSELY,3,W,TERMINAL ST,1653,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,1,6,,
6/9/2019 11:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,216,E,87TH ST,632,3,NO INDICATION OF INJURY,0,0,0,0,0,6,0,11,1,6,41.73655074,-87.6186124
6/10/2019 12:55,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,WORN SURFACE,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,1400,W,ROOSEVELT RD,1231,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,12,2,6,41.86702558,-87.66169393
6/8/2019 18:13,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,13006,S,EVANS AVE,533,,,,,,,,,,18,7,6,41.65892827,-87.60355215
6/14/2019 7:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,2459,W,DIVISION ST,1212,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,7,6,6,41.9028834,-87.6894254
6/1/2019 11:54,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1206,W,JARVIS AVE,2422,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,7,6,42.01623679,-87.66366105
6/7/2019 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,OTHER,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2423,W,PRATT BLVD,2412,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,6,6,42.00490939,-87.69092943
6/4/2019 9:15,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER LANE USAGE,UNABLE TO DETERMINE,2332,N,CICERO AVE,2522,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,6,41.92342793,-87.7464247
6/5/2019 16:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,7133,N,RIDGE BLVD,2424,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,6,42.0121973,-87.68289433
6/9/2019 5:02,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,PEDESTRIAN,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4816,N,HARDING AVE,1712,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,5,1,6,41.96884178,-87.72697955
6/10/2019 11:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3744,W,LAWRENCE AVE,1712,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,6,41.9684124,-87.72245361
6/11/2019 19:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",IMPROPER BACKING,IMPROPER BACKING,2400,W,DEVON AVE,2412,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,3,6,41.99783811,-87.68994854
6/6/2019 15:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,7900,S,EAST END AVE,414,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,6,41.75142861,-87.58303693
6/8/2019 2:00,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,4703,N,NARRAGANSETT AVE,1622,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,7,6,41.96665669,-87.78659378
6/8/2019 14:32,20,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,HEAD ON,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,5200,N,LINCOLN AVE,2011,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,6,41.9759129,-87.69249418
6/2/2019 10:00,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT ON GRADE,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2401,W,PRATT BLVD,2412,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,10,1,6,42.0049228,-87.6901288
6/14/2019 11:50,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,13,W,I190 EXPY,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,6,6,,
6/2/2019 10:23,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,11900,S,TORRENCE AVE,434,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,10,1,6,41.67907991,-87.55945867
6/11/2019 22:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,5500,S,LAFAYETTE AVE,225,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,3,6,41.79419508,-87.62693076
6/12/2019 21:30,35,STOP SIGN/FLASHER,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING STOP SIGN,1812,W,AUGUSTA BLVD,1212,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,4,6,41.8997338,-87.67284713
6/5/2019 21:24,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4000,W,MADISON ST,1115,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,4,6,41.8808343,-87.7257966
6/6/2019 6:24,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6204,N,HERMITAGE AVE,2433,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,5,6,41.99455578,-87.67355638
6/14/2019 9:11,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,571,W,KINZIE ST,1214,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,6,41.88894243,-87.64244321
6/6/2019 1:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5624,W,WABANSIA AVE,2531,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,5,6,41.91129832,-87.76674737
6/1/2019 18:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,29,W,79TH ST,623,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,7,6,41.75081715,-87.62579878
6/13/2019 5:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1201,S,CANAL ST,124,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,5,6,41.86716318,-87.63908255
6/9/2019 21:30,30,UNKNOWN,UNKNOWN,CLEAR,DUSK,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,2801,N,LARAMIE AVE,2521,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,1,6,41.9314483,-87.75627501
6/2/2019 15:25,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,3310,W,107TH ST,2211,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,1,6,41.69893751,-87.70402878
6/15/2019 5:25,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6033,N,MILWAUKEE AVE,1611,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,7,6,41.99097884,-87.78162286
