Test,Display,TestNumber,Trial,Subject,Response,TrueValue
"Vertical Distance, Non-Aligned",2,4,B,54,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,55,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,56,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,57,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,58,0.33,0.47
"Vertical Distance, Non-Aligned",2,4,B,59,0.45,0.47
"Vertical Distance, Non-Aligned",2,4,B,60,0.33,0.47
"Vertical Distance, Non-Aligned",2,4,B,61,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,62,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,63,0.33,0.47
"Vertical Distance, Non-Aligned",2,4,B,64,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,65,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,66,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,67,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,68,0.25,0.47
"Vertical Distance, Non-Aligned",2,4,B,69,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,70,1,0.47
"Vertical Distance, Non-Aligned",2,4,B,71,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,72,0.8,0.47
"Vertical Distance, Non-Aligned",2,4,B,73,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,74,0.25,0.47
"Vertical Distance, Non-Aligned",2,4,B,75,0.2,0.47
"Vertical Distance, Non-Aligned",2,4,B,76,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,77,0.45,0.47
"Vertical Distance, Non-Aligned",2,4,B,78,0.43,0.47
"Vertical Distance, Non-Aligned",2,4,B,79,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,80,0.45,0.47
"Vertical Distance, Non-Aligned",2,4,B,81,0.2,0.47
"Vertical Distance, Non-Aligned",2,4,B,82,0.15,0.47
"Vertical Distance, Non-Aligned",2,4,B,83,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,84,0.7,0.47
"Vertical Distance, Non-Aligned",2,4,B,85,0.45,0.47
"Vertical Distance, Non-Aligned",2,4,B,86,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,87,0.45,0.47
"Vertical Distance, Non-Aligned",2,4,B,88,0.45,0.47
"Vertical Distance, Non-Aligned",2,4,B,89,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,90,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,91,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,92,0.33,0.47
"Vertical Distance, Non-Aligned",2,4,C,1,0.3,0.5
"Vertical Distance, Non-Aligned",2,4,C,2,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,3,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,4,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,5,0.55,0.5
"Vertical Distance, Non-Aligned",2,4,C,6,0.25,0.5
"Vertical Distance, Non-Aligned",2,4,C,7,0.3,0.5
"Vertical Distance, Non-Aligned",2,4,C,8,0.55,0.5
"Vertical Distance, Non-Aligned",2,4,C,9,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,10,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,11,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,12,0.15,0.5
"Vertical Distance, Non-Aligned",2,4,C,13,0.51,0.5
"Vertical Distance, Non-Aligned",2,4,C,14,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,15,0.44,0.5
"Vertical Distance, Non-Aligned",2,4,C,16,0.3,0.5
"Vertical Distance, Non-Aligned",2,4,C,17,0.3,0.5
"Vertical Distance, Non-Aligned",2,4,C,18,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,19,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,20,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,21,0.6,0.5
"Vertical Distance, Non-Aligned",2,4,C,22,0.35,0.5
"Vertical Distance, Non-Aligned",2,4,C,23,0.85,0.5
"Vertical Distance, Non-Aligned",2,4,C,24,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,25,0.35,0.5
"Vertical Distance, Non-Aligned",2,4,C,26,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,27,0.7,0.5
"Vertical Distance, Non-Aligned",2,4,C,28,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,29,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,30,0.6,0.5
"Vertical Distance, Non-Aligned",2,4,C,31,0.6,0.5
"Vertical Distance, Non-Aligned",2,4,C,32,0.6,0.5
"Vertical Distance, Non-Aligned",2,4,C,33,0.33,0.5
"Vertical Distance, Non-Aligned",2,4,C,34,0.55,0.5
"Vertical Distance, Non-Aligned",2,4,C,35,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,36,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,37,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,38,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,39,0.8,0.5
"Vertical Distance, Non-Aligned",2,4,C,40,0.1,0.5
"Vertical Distance, Non-Aligned",2,4,C,41,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,42,0.7,0.5
"Vertical Distance, Non-Aligned",2,4,C,43,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,44,0.9,0.5
"Vertical Distance, Non-Aligned",2,4,C,45,0.55,0.5
"Vertical Distance, Non-Aligned",2,4,C,46,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,47,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,48,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,49,0.7,0.5
"Vertical Distance, Non-Aligned",2,4,C,50,0.45,0.5
"Vertical Distance, Non-Aligned",2,4,C,51,0.35,0.5
"Vertical Distance, Non-Aligned",2,4,C,52,0.55,0.5
"Vertical Distance, Non-Aligned",2,4,C,53,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,54,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,55,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,56,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,57,0.45,0.5
"Vertical Distance, Non-Aligned",2,4,C,58,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,59,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,60,0.33,0.5
"Vertical Distance, Non-Aligned",2,4,C,61,0.35,0.5
"Vertical Distance, Non-Aligned",2,4,C,62,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,63,0.33,0.5
"Vertical Distance, Non-Aligned",2,4,C,64,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,65,0.55,0.5
"Vertical Distance, Non-Aligned",2,4,C,66,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,67,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,68,0.33,0.5
"Vertical Distance, Non-Aligned",2,4,C,69,0.35,0.5
"Vertical Distance, Non-Aligned",2,4,C,70,1,0.5
"Vertical Distance, Non-Aligned",2,4,C,71,0.2,0.5
"Vertical Distance, Non-Aligned",2,4,C,72,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,73,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,74,0.3,0.5
"Vertical Distance, Non-Aligned",2,4,C,75,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,76,0.3,0.5
"Vertical Distance, Non-Aligned",2,4,C,77,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,78,0.47,0.5
"Vertical Distance, Non-Aligned",2,4,C,79,0.45,0.5
"Vertical Distance, Non-Aligned",2,4,C,80,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,81,0.3,0.5
"Vertical Distance, Non-Aligned",2,4,C,82,0.15,0.5
"Vertical Distance, Non-Aligned",2,4,C,83,0.45,0.5
"Vertical Distance, Non-Aligned",2,4,C,84,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,85,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,86,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,87,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,88,0.65,0.5
"Vertical Distance, Non-Aligned",2,4,C,89,0.4,0.5
"Vertical Distance, Non-Aligned",2,4,C,90,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,91,0.5,0.5
"Vertical Distance, Non-Aligned",2,4,C,92,0.1,0.5
"Vertical Distance, Non-Aligned",2,4,D,1,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,2,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,3,0.35,0.4
"Vertical Distance, Non-Aligned",2,4,D,4,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,5,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,6,0.75,0.4
"Vertical Distance, Non-Aligned",2,4,D,7,0.1,0.4
"Vertical Distance, Non-Aligned",2,4,D,8,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,9,0.35,0.4
"Vertical Distance, Non-Aligned",2,4,D,10,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,11,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,12,0.75,0.4
"Vertical Distance, Non-Aligned",2,4,D,13,0.41,0.4
"Vertical Distance, Non-Aligned",2,4,D,14,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,15,0.36,0.4
"Vertical Distance, Non-Aligned",2,4,D,16,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,17,0.8,0.4
"Vertical Distance, Non-Aligned",2,4,D,18,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,19,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,20,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,21,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,22,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,23,0.99,0.4
"Vertical Distance, Non-Aligned",2,4,D,24,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,25,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,26,0.36,0.4
"Vertical Distance, Non-Aligned",2,4,D,27,0.6,0.4
"Vertical Distance, Non-Aligned",2,4,D,28,0.35,0.4
"Vertical Distance, Non-Aligned",2,4,D,29,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,30,0.7,0.4
"Vertical Distance, Non-Aligned",2,4,D,31,0.85,0.4
"Vertical Distance, Non-Aligned",2,4,D,32,0.5,0.4
"Vertical Distance, Non-Aligned",2,4,D,33,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,34,0.85,0.4
"Vertical Distance, Non-Aligned",2,4,D,35,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,36,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,37,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,38,0.45,0.4
"Vertical Distance, Non-Aligned",2,4,D,39,0.6,0.4
"Vertical Distance, Non-Aligned",2,4,D,40,0.75,0.4
"Vertical Distance, Non-Aligned",2,4,D,41,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,42,0.6,0.4
"Vertical Distance, Non-Aligned",2,4,D,43,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,44,0.65,0.4
"Vertical Distance, Non-Aligned",2,4,D,45,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,46,0.5,0.4
"Vertical Distance, Non-Aligned",2,4,D,47,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,48,0.9,0.4
"Vertical Distance, Non-Aligned",2,4,D,49,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,50,0.35,0.4
"Vertical Distance, Non-Aligned",2,4,D,51,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,52,0.45,0.4
"Vertical Distance, Non-Aligned",2,4,D,53,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,54,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,55,0.5,0.4
"Vertical Distance, Non-Aligned",2,4,D,56,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,57,0.35,0.4
"Vertical Distance, Non-Aligned",2,4,D,58,0.33,0.4
"Vertical Distance, Non-Aligned",2,4,D,59,0.42,0.4
"Vertical Distance, Non-Aligned",2,4,D,60,0.33,0.4
"Vertical Distance, Non-Aligned",2,4,D,61,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,62,0.45,0.4
"Vertical Distance, Non-Aligned",2,4,D,63,0.33,0.4
"Vertical Distance, Non-Aligned",2,4,D,64,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,65,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,66,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,67,0.5,0.4
"Vertical Distance, Non-Aligned",2,4,D,68,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,69,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,70,1,0.4
"Vertical Distance, Non-Aligned",2,4,D,71,0.6,0.4
"Vertical Distance, Non-Aligned",2,4,D,72,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,73,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,74,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,75,0.2,0.4
"Vertical Distance, Non-Aligned",2,4,D,76,0.2,0.4
"Vertical Distance, Non-Aligned",2,4,D,77,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,78,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,79,0.25,0.4
"Vertical Distance, Non-Aligned",2,4,D,80,0.45,0.4
"Vertical Distance, Non-Aligned",2,4,D,81,0.15,0.4
"Vertical Distance, Non-Aligned",2,4,D,82,0.1,0.4
"Vertical Distance, Non-Aligned",2,4,D,83,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,84,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,85,0.45,0.4
"Vertical Distance, Non-Aligned",2,4,D,86,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,87,0.45,0.4
"Vertical Distance, Non-Aligned",2,4,D,88,0.45,0.4
"Vertical Distance, Non-Aligned",2,4,D,89,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,90,0.3,0.4
"Vertical Distance, Non-Aligned",2,4,D,91,0.4,0.4
"Vertical Distance, Non-Aligned",2,4,D,92,0.6,0.4
"Length, Non-Aligned",1,5,B,1,0.5,0.6
"Length, Non-Aligned",1,5,B,2,0.55,0.6
"Length, Non-Aligned",1,5,B,3,0.55,0.6
"Length, Non-Aligned",1,5,B,4,0.6,0.6
"Length, Non-Aligned",1,5,B,5,0.5,0.6
"Length, Non-Aligned",1,5,B,6,0.5,0.6
"Length, Non-Aligned",1,5,B,7,0.5,0.6
"Length, Non-Aligned",1,5,B,8,0.55,0.6
"Length, Non-Aligned",1,5,B,9,0.45,0.6
"Length, Non-Aligned",1,5,B,10,0.65,0.6
"Length, Non-Aligned",1,5,B,11,0.5,0.6
"Length, Non-Aligned",1,5,B,12,0.5,0.6
"Length, Non-Aligned",1,5,B,13,0.52,0.6
"Length, Non-Aligned",1,5,B,14,0.5,0.6
"Length, Non-Aligned",1,5,B,15,0.44,0.6
"Length, Non-Aligned",1,5,B,16,0.45,0.6
"Length, Non-Aligned",1,5,B,17,0.4,0.6
"Length, Non-Aligned",1,5,B,18,0.6,0.6
"Length, Non-Aligned",1,5,B,19,0.6,0.6
"Length, Non-Aligned",1,5,B,20,0.5,0.6
"Length, Non-Aligned",1,5,B,21,0.5,0.6
"Length, Non-Aligned",1,5,B,22,0.6,0.6
"Length, Non-Aligned",1,5,B,23,0.4,0.6
"Length, Non-Aligned",1,5,B,24,0.5,0.6
"Length, Non-Aligned",1,5,B,25,0.5,0.6
"Length, Non-Aligned",1,5,B,26,0.45,0.6
"Length, Non-Aligned",1,5,B,27,0.7,0.6
"Length, Non-Aligned",1,5,B,28,0.5,0.6
"Length, Non-Aligned",1,5,B,29,0.5,0.6
"Length, Non-Aligned",1,5,B,30,0.55,0.6
"Length, Non-Aligned",1,5,B,31,0.55,0.6
"Length, Non-Aligned",1,5,B,32,0.6,0.6
"Length, Non-Aligned",1,5,B,33,0.5,0.6
"Length, Non-Aligned",1,5,B,34,0.45,0.6
"Length, Non-Aligned",1,5,B,35,0.5,0.6
"Length, Non-Aligned",1,5,B,36,0.5,0.6
"Length, Non-Aligned",1,5,B,37,0.5,0.6
"Length, Non-Aligned",1,5,B,38,0.5,0.6
"Length, Non-Aligned",1,5,B,39,0.68,0.6
"Length, Non-Aligned",1,5,B,40,0.5,0.6
"Length, Non-Aligned",1,5,B,41,0.6,0.6
"Length, Non-Aligned",1,5,B,42,0.7,0.6
"Length, Non-Aligned",1,5,B,43,0.5,0.6
"Length, Non-Aligned",1,5,B,44,0.6,0.6
"Length, Non-Aligned",1,5,B,45,0.6,0.6
"Length, Non-Aligned",1,5,B,46,0.5,0.6
"Length, Non-Aligned",1,5,B,47,0.6,0.6
"Length, Non-Aligned",1,5,B,48,0.5,0.6
"Length, Non-Aligned",1,5,B,49,0.5,0.6
"Length, Non-Aligned",1,5,B,50,0.5,0.6
"Length, Non-Aligned",1,5,B,51,0.6,0.6
"Length, Non-Aligned",1,5,B,52,0.6,0.6
"Length, Non-Aligned",1,5,B,53,0.5,0.6
"Length, Non-Aligned",1,5,B,54,0.6,0.6
"Length, Non-Aligned",1,5,B,55,0.6,0.6
"Length, Non-Aligned",1,5,B,56,0.5,0.6
"Length, Non-Aligned",1,5,B,57,0.5,0.6
"Length, Non-Aligned",1,5,B,58,0.5,0.6
"Length, Non-Aligned",1,5,B,59,0.75,0.6
"Length, Non-Aligned",1,5,B,60,0.5,0.6
"Length, Non-Aligned",1,5,B,61,0.5,0.6
"Length, Non-Aligned",1,5,B,62,0.5,0.6
"Length, Non-Aligned",1,5,B,63,0.5,0.6
"Length, Non-Aligned",1,5,B,64,0.5,0.6
"Length, Non-Aligned",1,5,B,65,0.6,0.6
"Length, Non-Aligned",1,5,B,66,0.5,0.6
"Length, Non-Aligned",1,5,B,67,0.5,0.6
"Length, Non-Aligned",1,5,B,68,0.5,0.6
"Length, Non-Aligned",1,5,B,69,0.5,0.6
"Length, Non-Aligned",1,5,B,70,0.2,0.6
"Length, Non-Aligned",1,5,B,71,0.55,0.6
"Length, Non-Aligned",1,5,B,72,0.2,0.6
"Length, Non-Aligned",1,5,B,73,0.5,0.6
"Length, Non-Aligned",1,5,B,74,0.45,0.6
"Length, Non-Aligned",1,5,B,75,0.5,0.6
"Length, Non-Aligned",1,5,B,76,0.25,0.6
"Length, Non-Aligned",1,5,B,77,0.7,0.6
"Length, Non-Aligned",1,5,B,78,0.5,0.6
"Length, Non-Aligned",1,5,B,79,0.6,0.6
"Length, Non-Aligned",1,5,B,80,0.5,0.6
"Length, Non-Aligned",1,5,B,81,0.5,0.6
"Length, Non-Aligned",1,5,B,82,0.6,0.6
"Length, Non-Aligned",1,5,B,83,0.6,0.6
"Length, Non-Aligned",1,5,B,84,0.5,0.6
"Length, Non-Aligned",1,5,B,85,0.5,0.6
"Length, Non-Aligned",1,5,B,86,0.5,0.6
"Length, Non-Aligned",1,5,B,87,0.55,0.6
"Length, Non-Aligned",1,5,B,88,0.68,0.6
"Length, Non-Aligned",1,5,B,89,0.6,0.6
"Length, Non-Aligned",1,5,B,90,0.5,0.6
"Length, Non-Aligned",1,5,B,91,0.7,0.6
"Length, Non-Aligned",1,5,B,92,0.7,0.6
"Length, Non-Aligned",1,5,C,1,0.4,0.55
"Length, Non-Aligned",1,5,C,2,0.5,0.55
"Length, Non-Aligned",1,5,C,3,0.4,0.55
"Length, Non-Aligned",1,5,C,4,0.5,0.55
"Length, Non-Aligned",1,5,C,5,0.45,0.55
"Length, Non-Aligned",1,5,C,6,0.5,0.55
"Length, Non-Aligned",1,5,C,7,0.5,0.55
"Length, Non-Aligned",1,5,C,8,0.4,0.55
"Length, Non-Aligned",1,5,C,9,0.52,0.55
"Length, Non-Aligned",1,5,C,10,0.55,0.55
"Length, Non-Aligned",1,5,C,11,0.4,0.55
"Length, Non-Aligned",1,5,C,12,0.5,0.55
"Length, Non-Aligned",1,5,C,13,0.52,0.55
"Length, Non-Aligned",1,5,C,14,0.45,0.55
"Length, Non-Aligned",1,5,C,15,0.44,0.55
"Length, Non-Aligned",1,5,C,16,0.35,0.55
"Length, Non-Aligned",1,5,C,17,0.2,0.55
"Length, Non-Aligned",1,5,C,18,0.5,0.55
"Length, Non-Aligned",1,5,C,19,0.5,0.55
"Length, Non-Aligned",1,5,C,20,0.5,0.55
"Length, Non-Aligned",1,5,C,21,0.3,0.55
"Length, Non-Aligned",1,5,C,22,0.5,0.55
"Length, Non-Aligned",1,5,C,23,0.5,0.55
"Length, Non-Aligned",1,5,C,24,0.5,0.55
"Length, Non-Aligned",1,5,C,25,0.5,0.55
"Length, Non-Aligned",1,5,C,26,0.25,0.55
"Length, Non-Aligned",1,5,C,27,0.65,0.55
"Length, Non-Aligned",1,5,C,28,0.5,0.55
"Length, Non-Aligned",1,5,C,29,0.47,0.55
"Length, Non-Aligned",1,5,C,30,0.5,0.55
"Length, Non-Aligned",1,5,C,31,0.5,0.55
"Length, Non-Aligned",1,5,C,32,0.5,0.55
"Length, Non-Aligned",1,5,C,33,0.5,0.55
"Length, Non-Aligned",1,5,C,34,0.5,0.55
"Length, Non-Aligned",1,5,C,35,0.4,0.55
"Length, Non-Aligned",1,5,C,36,0.45,0.55
"Length, Non-Aligned",1,5,C,37,0.3,0.55
"Length, Non-Aligned",1,5,C,38,0.4,0.55
"Length, Non-Aligned",1,5,C,39,0.66,0.55
"Length, Non-Aligned",1,5,C,40,0.45,0.55
"Length, Non-Aligned",1,5,C,41,0.5,0.55
"Length, Non-Aligned",1,5,C,42,0.65,0.55
"Length, Non-Aligned",1,5,C,43,0.5,0.55
"Length, Non-Aligned",1,5,C,44,0.5,0.55
"Length, Non-Aligned",1,5,C,45,0.5,0.55
"Length, Non-Aligned",1,5,C,46,0.5,0.55
"Length, Non-Aligned",1,5,C,47,0.5,0.55
"Length, Non-Aligned",1,5,C,48,0.5,0.55
"Length, Non-Aligned",1,5,C,49,0.4,0.55
"Length, Non-Aligned",1,5,C,50,0.3,0.55
"Length, Non-Aligned",1,5,C,51,0.5,0.55
"Length, Non-Aligned",1,5,C,52,0.5,0.55
"Length, Non-Aligned",1,5,C,53,0.3,0.55
"Length, Non-Aligned",1,5,C,54,0.5,0.55
"Length, Non-Aligned",1,5,C,55,0.5,0.55
"Length, Non-Aligned",1,5,C,56,0.22,0.55
"Length, Non-Aligned",1,5,C,57,0.45,0.55
"Length, Non-Aligned",1,5,C,58,0.4,0.55
"Length, Non-Aligned",1,5,C,59,0.75,0.55
"Length, Non-Aligned",1,5,C,60,0.5,0.55
"Length, Non-Aligned",1,5,C,61,0.4,0.55
"Length, Non-Aligned",1,5,C,62,0.5,0.55
"Length, Non-Aligned",1,5,C,63,0.5,0.55
"Length, Non-Aligned",1,5,C,64,0.5,0.55
"Length, Non-Aligned",1,5,C,65,0.5,0.55
"Length, Non-Aligned",1,5,C,66,0.45,0.55
"Length, Non-Aligned",1,5,C,67,0.5,0.55
"Length, Non-Aligned",1,5,C,68,0.5,0.55
"Length, Non-Aligned",1,5,C,69,0.4,0.55
"Length, Non-Aligned",1,5,C,70,0.2,0.55
"Length, Non-Aligned",1,5,C,71,0.45,0.55
"Length, Non-Aligned",1,5,C,72,0.9,0.55
"Length, Non-Aligned",1,5,C,73,0.5,0.55
"Length, Non-Aligned",1,5,C,74,0.35,0.55
"Length, Non-Aligned",1,5,C,75,0.4,0.55
"Length, Non-Aligned",1,5,C,76,0.25,0.55
"Length, Non-Aligned",1,5,C,77,0.6,0.55
"Length, Non-Aligned",1,5,C,78,0.4,0.55
"Length, Non-Aligned",1,5,C,79,0.5,0.55
"Length, Non-Aligned",1,5,C,80,0.5,0.55
"Length, Non-Aligned",1,5,C,81,0.3,0.55
"Length, Non-Aligned",1,5,C,82,0.5,0.55
"Length, Non-Aligned",1,5,C,83,0.5,0.55
"Length, Non-Aligned",1,5,C,84,0.5,0.55
"Length, Non-Aligned",1,5,C,85,0.4,0.55
"Length, Non-Aligned",1,5,C,86,0.4,0.55
"Length, Non-Aligned",1,5,C,87,0.45,0.55
"Length, Non-Aligned",1,5,C,88,0.7,0.55
"Length, Non-Aligned",1,5,C,89,0.55,0.55
"Length, Non-Aligned",1,5,C,90,0.5,0.55
"Length, Non-Aligned",1,5,C,91,0.5,0.55
"Length, Non-Aligned",1,5,C,92,0.75,0.55
"Length, Non-Aligned",1,5,D,1,0.8,0.8
"Length, Non-Aligned",1,5,D,2,0.8,0.8
"Length, Non-Aligned",1,5,D,3,0.7,0.8
"Length, Non-Aligned",1,5,D,4,0.9,0.8
"Length, Non-Aligned",1,5,D,5,0.75,0.8
"Length, Non-Aligned",1,5,D,6,0.75,0.8
"Length, Non-Aligned",1,5,D,7,0.7,0.8
"Length, Non-Aligned",1,5,D,8,0.8,0.8
"Length, Non-Aligned",1,5,D,9,0.7,0.8
"Length, Non-Aligned",1,5,D,10,0.9,0.8
"Length, Non-Aligned",1,5,D,11,0.8,0.8
"Length, Non-Aligned",1,5,D,12,0.75,0.8
"Length, Non-Aligned",1,5,D,13,0.91,0.8
"Length, Non-Aligned",1,5,D,14,0.8,0.8
"Length, Non-Aligned",1,5,D,15,0.66,0.8
"Length, Non-Aligned",1,5,D,16,0.5,0.8
"Length, Non-Aligned",1,5,D,17,0.8,0.8
"Length, Non-Aligned",1,5,D,18,0.9,0.8
"Length, Non-Aligned",1,5,D,19,0.75,0.8
"Length, Non-Aligned",1,5,D,20,0.75,0.8
"Length, Non-Aligned",1,5,D,21,0.8,0.8
"Length, Non-Aligned",1,5,D,22,0.75,0.8
"Length, Non-Aligned",1,5,D,23,0.8,0.8
"Length, Non-Aligned",1,5,D,24,1,0.8
"Length, Non-Aligned",1,5,D,25,0.75,0.8
"Length, Non-Aligned",1,5,D,26,0.65,0.8
"Length, Non-Aligned",1,5,D,27,0.9,0.8
"Length, Non-Aligned",1,5,D,28,0.7,0.8
"Length, Non-Aligned",1,5,D,29,0.6,0.8
"Length, Non-Aligned",1,5,D,30,0.8,0.8
"Length, Non-Aligned",1,5,D,31,0.8,0.8
"Length, Non-Aligned",1,5,D,32,0.75,0.8
"Length, Non-Aligned",1,5,D,33,0.8,0.8
"Length, Non-Aligned",1,5,D,34,0.4,0.8
"Length, Non-Aligned",1,5,D,35,0.6,0.8
"Length, Non-Aligned",1,5,D,36,0.8,0.8
"Length, Non-Aligned",1,5,D,37,0.8,0.8
"Length, Non-Aligned",1,5,D,38,0.9,0.8
"Length, Non-Aligned",1,5,D,39,0.9,0.8
"Length, Non-Aligned",1,5,D,40,0.75,0.8
"Length, Non-Aligned",1,5,D,41,0.75,0.8
"Length, Non-Aligned",1,5,D,42,0.9,0.8
"Length, Non-Aligned",1,5,D,43,0.75,0.8
"Length, Non-Aligned",1,5,D,44,0.85,0.8
"Length, Non-Aligned",1,5,D,45,0.7,0.8
"Length, Non-Aligned",1,5,D,46,0.75,0.8
"Length, Non-Aligned",1,5,D,47,0.8,0.8
"Length, Non-Aligned",1,5,D,48,0.75,0.8
"Length, Non-Aligned",1,5,D,49,0.7,0.8
"Length, Non-Aligned",1,5,D,50,0.75,0.8
"Length, Non-Aligned",1,5,D,51,0.75,0.8
"Length, Non-Aligned",1,5,D,52,0.9,0.8
