Station,Date,Time,WL,Sigma,I,L
9431647,7/9/2003,7:00,0.792,0.021,0,0
9431647,7/9/2003,8:00,0.382,0.026,0,0
9431647,7/9/2003,9:00,0.13,0.03,0,0
9431647,7/9/2003,10:00,0.051,0.022,0,0
9431647,7/9/2003,11:00,0.18,0.024,0,0
9431647,7/9/2003,12:00,0.472,0.025,0,0
9431647,7/9/2003,13:00,0.818,0.029,0,0
9431647,7/9/2003,14:00,1.121,0.035,0,0
9431647,7/9/2003,15:00,1.371,0,0,
9431647,7/9/2003,16:00,1.46,0,0,
9431647,7/9/2003,17:00,1.404,0.039,0,0
9431647,7/9/2003,18:00,1.213,0.033,0,0
9431647,7/9/2003,19:00,1.008,0.039,0,0
9431647,7/9/2003,20:00,0.81,0.031,0,0
9431647,7/9/2003,21:00,0.734,0.029,0,0
9431647,7/9/2003,22:00,0.801,0.032,0,0
9431647,7/9/2003,23:00,1.021,0.031,0,0
9431647,7/10/2003,0:00,1.374,0.032,0,0
9431647,7/10/2003,1:00,1.772,0.04,0,0
9431647,7/10/2003,2:00,2.129,0.029,0,0
9431647,7/10/2003,3:00,2.339,0.036,0,0
9431647,7/10/2003,4:00,2.348,0.036,0,0
9431647,7/10/2003,5:00,2.111,0.033,0,0
9431647,7/10/2003,6:00,1.719,0.031,0,0
9431647,7/10/2003,7:00,1.184,0.04,0,0
9431647,7/10/2003,8:00,0.62,0.025,0,0
9431647,7/10/2003,9:00,0.144,0.028,0,0
9431647,7/10/2003,10:00,-0.162,0.032,0,0
9431647,7/10/2003,11:00,-0.212,0.025,0,0
9431647,7/10/2003,12:00,-0.064,0.032,0,0
9431647,7/10/2003,13:00,0.259,0.02,0,0
9431647,7/10/2003,14:00,0.651,0.026,0,0
9431647,7/10/2003,15:00,1.053,0.031,0,0
9431647,7/10/2003,16:00,1.348,0.03,0,0
9431647,7/10/2003,17:00,1.475,0.036,0,0
9431647,7/10/2003,18:00,1.475,0.029,0,0
9431647,7/10/2003,19:00,1.318,0.041,0,0
9431647,7/10/2003,20:00,1.091,0,0,
9431647,7/10/2003,21:00,0.925,0,0,
9431647,7/10/2003,22:00,0.823,0.029,0,0
9431647,7/10/2003,23:00,0.882,0.035,0,0
9431647,7/11/2003,0:00,1.116,0.046,0,0
9431647,7/11/2003,1:00,1.46,0.035,0,0
9431647,7/11/2003,2:00,1.846,0.041,0,0
9431647,7/11/2003,3:00,2.216,0.041,0,0
9431647,7/11/2003,4:00,2.393,0.06,0,0
9431647,7/11/2003,5:00,2.366,0.049,0,0
9431647,7/11/2003,6:00,2.126,0.048,0,0
9431647,7/11/2003,7:00,1.639,0.052,0,0
9431647,7/11/2003,8:00,1.037,0.041,0,0
9431647,7/11/2003,9:00,0.436,0.041,0,0
9431647,7/11/2003,10:00,-0.082,0.037,0,0
9431647,7/11/2003,11:00,-0.386,0.033,0,0
9431647,7/11/2003,12:00,-0.473,0.028,0,0
9431647,7/11/2003,13:00,-0.271,0.039,0,0
9431647,7/11/2003,14:00,0.135,0.042,0,0
9431647,7/11/2003,15:00,0.56,0.042,0,0
9431647,7/11/2003,16:00,1.032,0.043,0,0
9431647,7/11/2003,17:00,1.389,0.047,0,0
9431647,7/11/2003,18:00,1.584,0.042,0,0
9431647,7/11/2003,19:00,1.579,0.043,0,0
9431647,7/11/2003,20:00,1.41,0.046,0,0
9431647,7/11/2003,21:00,1.218,0.054,0,0
9431647,7/11/2003,22:00,1.008,0.04,0,0
9431647,7/11/2003,23:00,0.909,0.034,0,0
9431647,7/12/2003,0:00,0.979,0.038,0,0
9431647,7/12/2003,1:00,1.214,0.036,0,0
9431647,7/12/2003,2:00,1.598,0.051,0,0
9431647,7/12/2003,3:00,2.019,0.046,0,0
9431647,7/12/2003,4:00,2.353,0.059,0,0
9431647,7/12/2003,5:00,2.529,0.041,0,0
9431647,7/12/2003,6:00,2.468,0.041,0,0
9431647,7/12/2003,7:00,2.145,0.044,0,0
9431647,7/12/2003,8:00,1.637,0.05,0,0
9431647,7/12/2003,9:00,0.978,0.038,0,0
9431647,7/12/2003,10:00,0.311,0.034,0,0
9431647,7/12/2003,11:00,-0.197,0.037,0,0
9431647,7/12/2003,12:00,-0.509,0.03,0,0
9431647,7/12/2003,13:00,-0.537,0.02,0,0
9431647,7/12/2003,14:00,-0.314,0.037,0,0
9431647,7/12/2003,15:00,0.121,0.032,0,0
9431647,7/12/2003,16:00,0.634,0.028,0,0
9431647,7/12/2003,17:00,1.149,0.042,0,0
9431647,7/12/2003,18:00,1.523,0.04,0,0
9431647,7/12/2003,19:00,1.727,0,1,0
9431647,7/12/2003,20:00,1.711,0,0,
9431647,7/12/2003,21:00,1.512,0,0,
9431647,7/12/2003,22:00,1.275,0,0,
9431647,7/12/2003,23:00,1.073,0.035,0,0
9431647,7/13/2003,0:00,0.947,0,0,
9431647,7/13/2003,1:00,1.043,0.036,0,0
9431647,7/13/2003,2:00,1.278,0.041,0,0
9431647,7/13/2003,3:00,1.692,0.032,0,0
9431647,7/13/2003,4:00,2.097,0,0,
9431647,7/13/2003,5:00,2.431,0.047,0,0
9431647,7/13/2003,6:00,2.585,0.049,0,0
9431647,7/13/2003,7:00,2.473,0.035,0,0
9431647,7/13/2003,8:00,2.088,0.031,0,0
9431647,7/13/2003,9:00,1.509,0.06,0,0
9431647,7/13/2003,10:00,0.829,0.044,0,0
9431647,7/13/2003,11:00,0.162,0.054,0,0
9431647,7/13/2003,12:00,-0.362,0.03,0,0
9431647,7/13/2003,13:00,-0.638,0,0,
9431647,7/13/2003,14:00,-0.617,0.033,0,0
9431647,7/13/2003,15:00,-0.362,0.04,0,0
9431647,7/13/2003,16:00,0.147,0.03,0,0
9431647,7/13/2003,17:00,0.711,0.046,0,0
9431647,7/13/2003,18:00,1.23,0.037,0,0
9431647,7/13/2003,19:00,1.61,0.037,0,0
9431647,7/13/2003,20:00,1.755,0.04,0,0
9431647,7/13/2003,21:00,1.706,0,0,
9431647,7/13/2003,22:00,1.504,0.037,0,0
9431647,7/13/2003,23:00,1.21,0.04,0,0
9431647,7/14/2003,0:00,0.983,0.051,0,0
9431647,7/14/2003,1:00,0.896,0,0,
9431647,7/14/2003,2:00,1.004,0.048,0,0
9431647,7/14/2003,3:00,1.276,0.04,0,0
9431647,7/14/2003,4:00,1.686,0.033,0,0
9431647,7/14/2003,5:00,2.105,0.045,0,0
9431647,7/14/2003,6:00,2.433,0.066,0,0
9431647,7/14/2003,7:00,2.529,0.049,0,0
9431647,7/14/2003,8:00,2.368,0.061,0,0
9431647,7/14/2003,9:00,1.98,0.034,0,0
9431647,7/14/2003,10:00,1.365,0.041,0,0
9431647,7/14/2003,11:00,0.691,0.032,0,0
9431647,7/14/2003,12:00,0.007,0.022,0,0
9431647,7/14/2003,13:00,-0.461,0.034,0,0
9431647,7/14/2003,14:00,-0.674,0.03,0,0
9431647,7/14/2003,15:00,-0.596,0.04,0,0
9431647,7/14/2003,16:00,-0.22,0.034,0,0
9431647,7/14/2003,17:00,0.308,0.034,0,0
9431647,7/14/2003,18:00,0.908,0.037,0,0
9431647,7/14/2003,19:00,1.399,0.037,0,0
9431647,7/14/2003,20:00,1.725,0.034,0,0
9431647,7/14/2003,21:00,1.838,0.03,0,0
9431647,7/14/2003,22:00,1.732,0.03,0,0
9431647,7/14/2003,23:00,1.496,0.041,0,0
9431647,7/15/2003,0:00,1.194,0.034,0,0
9431647,7/15/2003,1:00,0.965,0.044,0,0
9431647,7/15/2003,2:00,0.921,0.027,0,0
9431647,7/15/2003,3:00,1.033,0,0,
9431647,7/15/2003,4:00,1.335,0.033,0,0
9431647,7/15/2003,5:00,1.749,0.03,0,0
9431647,7/15/2003,6:00,2.157,0.037,0,0
9431647,7/15/2003,7:00,2.435,0.042,0,0
9431647,7/15/2003,8:00,2.499,0.04,0,0
9431647,7/15/2003,9:00,2.29,0.035,0,0
9431647,7/15/2003,10:00,1.852,0.037,0,0
9431647,7/15/2003,11:00,1.238,0.028,0,0
9431647,7/15/2003,12:00,0.566,0.034,0,0
9431647,7/15/2003,13:00,-0.066,0.024,0,0
9431647,7/15/2003,14:00,-0.462,0.029,0,0
9431647,7/15/2003,15:00,-0.611,0.021,0,0
9431647,7/15/2003,16:00,-0.456,0.013,0,0
9431647,7/15/2003,17:00,-0.031,0.022,0,0
9431647,7/15/2003,18:00,0.51,0.029,0,0
9431647,7/15/2003,19:00,1.078,0.025,0,0
9431647,7/15/2003,20:00,1.524,0.027,0,0
9431647,7/15/2003,21:00,1.785,0.03,0,0
9431647,7/15/2003,22:00,1.846,0.038,0,0
9431647,7/15/2003,23:00,1.675,0.035,0,0
9431647,7/16/2003,0:00,1.399,0.024,0,0
9431647,7/16/2003,1:00,1.105,0.024,0,0
9431647,7/16/2003,2:00,0.908,0.02,0,0
9431647,7/16/2003,3:00,0.847,0.027,0,0
9431647,7/16/2003,4:00,0.983,0.033,0,0
9431647,7/16/2003,5:00,1.294,0,0,
9431647,7/16/2003,6:00,1.693,0.043,0,0
9431647,7/16/2003,7:00,2.091,0.024,0,0
9431647,7/16/2003,8:00,2.3,0.028,0,0
9431647,7/16/2003,9:00,2.327,0.028,0,0
9431647,7/16/2003,10:00,2.105,0.036,0,0
9431647,7/16/2003,11:00,1.621,0.026,0,0
9431647,7/16/2003,12:00,1.028,0.037,0,0
9431647,7/16/2003,13:00,0.411,0.032,0,0
9431647,7/16/2003,14:00,-0.135,0.026,0,0
9431647,7/16/2003,15:00,-0.453,0.015,0,0
9431647,7/16/2003,16:00,-0.483,0.019,0,0
9431647,7/16/2003,17:00,-0.264,0.018,0,0
9431647,7/16/2003,18:00,0.178,0.019,0,0
9431647,7/16/2003,19:00,0.739,0.024,0,0
9431647,7/16/2003,20:00,1.264,0.039,0,0
9431647,7/16/2003,21:00,1.675,0.031,0,0
9431647,7/16/2003,22:00,1.849,0.028,0,0
9431647,7/16/2003,23:00,1.819,0.036,0,0
9431647,7/17/2003,0:00,1.62,0.025,0,0
9431647,7/17/2003,1:00,1.294,0.034,0,0
9431647,7/17/2003,2:00,1.01,0.02,0,0
9431647,7/17/2003,3:00,0.825,0.026,0,0
9431647,7/17/2003,4:00,0.817,0.027,0,0
9431647,7/17/2003,5:00,0.951,0.02,0,0
9431647,7/17/2003,6:00,1.28,0.024,0,0
9431647,7/17/2003,7:00,1.644,0.03,0,0
9431647,7/17/2003,8:00,1.951,0.029,0,0
9431647,7/17/2003,9:00,2.11,0.023,0,0
9431647,7/17/2003,10:00,2.099,0.033,0,0
9431647,7/17/2003,11:00,1.853,0.02,0,0
9431647,7/17/2003,12:00,1.407,0.024,0,0
9431647,7/17/2003,13:00,0.836,0.02,0,0
9431647,7/17/2003,14:00,0.286,0.021,0,0
9431647,7/17/2003,15:00,-0.139,0.026,0,0
9431647,7/17/2003,16:00,-0.303,0.02,0,0
9431647,7/17/2003,17:00,-0.252,0.02,0,0
9431647,7/17/2003,18:00,0.05,0.019,0,0
9431647,7/17/2003,19:00,0.502,0.014,0,0
9431647,7/17/2003,20:00,0.993,0.029,0,0
9431647,7/17/2003,21:00,1.479,0.03,0,0
9431647,7/17/2003,22:00,1.762,0.031,0,0
9431647,7/17/2003,23:00,1.865,0.021,0,0
9431647,7/18/2003,0:00,1.78,0.03,0,0
9431647,7/18/2003,1:00,1.54,0.028,0,0
9431647,7/18/2003,2:00,1.238,0.021,0,0
9431647,7/18/2003,3:00,0.947,0.019,0,0
9431647,7/18/2003,4:00,0.783,0.017,0,0
9431647,7/18/2003,5:00,0.747,0.018,0,0
9431647,7/18/2003,6:00,0.92,0.025,0,0
9431647,7/18/2003,7:00,1.193,0.031,0,0
9431647,7/18/2003,8:00,1.519,0.024,0,0
9431647,7/18/2003,9:00,1.78,0.036,0,0
9431647,7/18/2003,10:00,1.9,0.025,0,0
9431647,7/18/2003,11:00,1.843,0.023,0,0
9431647,7/18/2003,12:00,1.595,0.023,0,0
9431647,7/18/2003,13:00,1.176,0.028,0,0
9431647,7/18/2003,14:00,0.708,0.024,0,0
9431647,7/18/2003,15:00,0.249,0.025,0,0
9431647,7/18/2003,16:00,-0.054,0.02,0,0
9431647,7/18/2003,17:00,-0.163,0.021,0,0
9431647,7/18/2003,18:00,-0.016,0.023,0,0
9431647,7/18/2003,19:00,0.316,0.027,0,0
9431647,7/18/2003,20:00,0.748,0.025,0,0
9431647,7/18/2003,21:00,1.214,0.03,0,0
9431647,7/18/2003,22:00,1.592,0.025,0,0
9431647,7/18/2003,23:00,1.803,0.037,0,0
9431647,7/19/2003,0:00,1.845,0.031,0,0
9431647,7/19/2003,1:00,1.712,0.034,0,0
9431647,7/19/2003,2:00,1.431,0.027,0,0
9431647,7/19/2003,3:00,1.131,0.032,0,0
9431647,7/19/2003,4:00,0.875,0.032,0,0
9431647,7/19/2003,5:00,0.727,0.036,0,0
9431647,7/19/2003,6:00,0.722,0.023,0,0
9431647,7/19/2003,7:00,0.872,0.032,0,0
9431647,7/19/2003,8:00,1.094,0.028,0,0
9431647,7/19/2003,9:00,1.392,0.031,0,0
9431647,7/19/2003,10:00,1.606,0.038,0,0
9431647,7/19/2003,11:00,1.689,0.043,0,0
9431647,7/19/2003,12:00,1.625,0.042,0,0
9431647,7/19/2003,13:00,1.396,0.029,0,0
9431647,7/19/2003,14:00,1.037,0.029,0,0
9431647,7/19/2003,15:00,0.661,0,0,
9431647,7/19/2003,16:00,0.326,0,0,
9431647,7/19/2003,17:00,0.14,0.026,0,0
9431647,7/19/2003,18:00,0.15,0.026,0,0
9431647,7/19/2003,19:00,0.322,0.026,0,0
9431647,7/19/2003,20:00,0.629,0.033,0,0
9431647,7/19/2003,21:00,1.061,0.032,0,0
9431647,7/19/2003,22:00,1.453,0.05,0,0
9431647,7/19/2003,23:00,1.738,0.05,0,0
9431647,7/20/2003,0:00,1.887,0.046,0,0
9431647,7/20/2003,1:00,1.851,0.049,0,0
9431647,7/20/2003,2:00,1.669,0.039,0,0
9431647,7/20/2003,3:00,1.37,0.042,0,0
9431647,7/20/2003,4:00,1.069,0.043,0,0
9431647,7/20/2003,5:00,0.829,0.039,0,0
9431647,7/20/2003,6:00,0.676,0.033,0,0
9431647,7/20/2003,7:00,0.68,0.033,0,0
9431647,7/20/2003,8:00,0.796,0.024,0,0
9431647,7/20/2003,9:00,1.003,0.042,0,0
9431647,7/20/2003,10:00,1.225,0.027,0,0
9431647,7/20/2003,11:00,1.425,0.039,0,0
9431647,7/20/2003,12:00,1.492,0.044,0,0
9431647,7/20/2003,13:00,1.421,0.04,0,0
9431647,7/20/2003,14:00,1.248,0.043,0,0
9431647,7/20/2003,15:00,0.97,0.039,0,0
9431647,7/20/2003,16:00,0.671,0.032,0,0
9431647,7/20/2003,17:00,0.466,0.021,0,0
9431647,7/20/2003,18:00,0.347,0.017,0,0
9431647,7/20/2003,19:00,0.415,0.035,0,0
9431647,7/20/2003,20:00,0.625,0.041,0,0
9431647,7/20/2003,21:00,0.935,0.041,0,0
9431647,7/20/2003,22:00,1.292,0.031,0,0
9431647,7/20/2003,23:00,1.584,0.045,0,0
9431647,7/21/2003,0:00,1.811,0.041,0,0
9431647,7/21/2003,1:00,1.886,0.045,0,0
9431647,7/21/2003,2:00,1.81,0.035,0,0
9431647,7/21/2003,3:00,1.577,0.04,0,0
9431647,7/21/2003,4:00,1.292,0.048,0,0
9431647,7/21/2003,5:00,0.996,0.034,0,0
9431647,7/21/2003,6:00,0.734,0.03,0,0
9431647,7/21/2003,7:00,0.562,0.029,0,0
9431647,7/21/2003,8:00,0.573,0.029,0,0
9431647,7/21/2003,9:00,0.649,0.031,0,0
9431647,7/21/2003,10:00,0.831,0.049,0,0
9431647,7/21/2003,11:00,1.055,0.037,0,0
9431647,7/21/2003,12:00,1.208,0.032,0,0
9431647,7/21/2003,13:00,1.299,0.036,0,0
9431647,7/21/2003,14:00,1.288,0.033,0,0
9431647,7/21/2003,15:00,1.153,0.037,0,0
9431647,7/21/2003,16:00,0.981,0.035,0,0
9431647,7/21/2003,17:00,0.771,0.033,0,0
9431647,7/21/2003,18:00,0.656,0.029,0,0
9431647,7/21/2003,19:00,0.618,0.025,0,0
9431647,7/21/2003,20:00,0.69,0.028,0,0
9431647,7/21/2003,21:00,0.886,0.037,0,0
9431647,7/21/2003,22:00,1.153,0.031,0,0
9431647,7/21/2003,23:00,1.471,0.036,0,0
9431647,7/22/2003,0:00,1.786,0.043,0,0
9431647,7/22/2003,1:00,1.917,0.041,0,0
9431647,7/22/2003,2:00,1.922,0.042,0,0
9431647,7/22/2003,3:00,1.809,0.04,0,0
9431647,7/22/2003,4:00,1.587,0.04,0,0
9431647,7/22/2003,5:00,1.273,0.025,0,0
9431647,7/22/2003,6:00,0.926,0.022,0,0
9431647,7/22/2003,7:00,0.663,0,0,
9431647,7/22/2003,8:00,0.517,0.024,0,0
9431647,7/22/2003,9:00,0.475,0.024,0,0
9431647,7/22/2003,10:00,0.577,0.03,0,0
9431647,7/22/2003,11:00,0.755,0.026,0,0
9431647,7/22/2003,12:00,0.974,0.029,0,0
9431647,7/22/2003,13:00,1.129,0.035,0,0
9431647,7/22/2003,14:00,1.243,0.039,0,0
9431647,7/22/2003,15:00,1.288,0.033,0,0
9431647,7/22/2003,16:00,1.222,0.03,0,0
9431647,7/22/2003,17:00,1.096,0.027,0,0
9431647,7/22/2003,18:00,0.956,0.023,0,0
9431647,7/22/2003,19:00,0.86,0.031,0,0
9431647,7/22/2003,20:00,0.84,0.026,0,0
9431647,7/22/2003,21:00,0.941,0.025,0,0
9431647,7/22/2003,22:00,1.118,0.029,0,0
9431647,7/22/2003,23:00,1.348,0.037,0,0
9431647,7/23/2003,0:00,1.619,0.036,0,0
9431647,7/23/2003,1:00,1.849,0.033,0,0
9431647,7/23/2003,2:00,1.971,0.033,0,0
9431647,7/23/2003,3:00,1.947,0.032,0,0
9431647,7/23/2003,4:00,1.806,0.027,0,0
9431647,7/23/2003,5:00,1.52,0.034,0,0
9431647,7/23/2003,6:00,1.172,0.029,0,0
9431647,7/23/2003,7:00,0.811,0.029,0,0
9431647,7/23/2003,8:00,0.552,0.025,0,0
9431647,7/23/2003,9:00,0.376,0.023,0,0
9431647,7/23/2003,10:00,0.317,0.026,0,0
9431647,7/23/2003,11:00,0.407,0.039,0,0
9431647,7/23/2003,12:00,0.605,0,0,
9431647,7/23/2003,13:00,0.844,0,0,
9431647,7/23/2003,14:00,1.046,0,0,
9431647,7/23/2003,15:00,1.185,0.028,0,0
9431647,7/23/2003,16:00,1.262,0.025,0,0
9431647,7/23/2003,17:00,1.244,0.026,0,0
9431647,7/23/2003,18:00,1.146,0.04,0,0
9431647,7/23/2003,19:00,1.065,0.027,0,0
9431647,7/23/2003,20:00,0.968,0.029,0,0
9431647,7/23/2003,21:00,0.974,0.027,0,0
9431647,7/23/2003,22:00,1.05,0.027,0,0
9431647,7/23/2003,23:00,1.237,0.022,0,0
9431647,7/24/2003,0:00,1.45,0.023,0,0
9431647,7/24/2003,1:00,1.709,0.026,0,0
9431647,7/24/2003,2:00,1.888,0.032,0,0
9431647,7/24/2003,3:00,1.97,0.032,0,0
9431647,7/24/2003,4:00,1.93,0.034,0,0
9431647,7/24/2003,5:00,1.748,0.03,0,0
9431647,7/24/2003,6:00,1.42,0.028,0,0
9431647,7/24/2003,7:00,1.003,0.023,0,0
9431647,7/24/2003,8:00,0.654,0.035,0,0
9431647,7/24/2003,9:00,0.351,0.021,0,0
9431647,7/24/2003,10:00,0.174,0.026,0,0
9431647,7/24/2003,11:00,0.137,0.018,0,0
9431647,7/24/2003,12:00,0.285,0.022,0,0
9431647,7/24/2003,13:00,0.494,0.023,0,0
9431647,7/24/2003,14:00,0.775,0.035,0,0
9431647,7/24/2003,15:00,1.048,0.026,0,0
9431647,7/24/2003,16:00,1.223,0.032,0,0
9431647,7/24/2003,17:00,1.331,0.025,0,0
9431647,7/24/2003,18:00,1.311,0.027,0,0
9431647,7/24/2003,19:00,1.243,0.036,0,0
9431647,7/24/2003,20:00,1.12,0.036,0,0
9431647,7/24/2003,21:00,1.064,0.044,0,0
9431647,7/24/2003,22:00,1.021,0.029,0,0
9431647,7/24/2003,23:00,1.121,0.037,0,0
9431647,7/25/2003,0:00,1.307,0.032,0,0
9431647,7/25/2003,1:00,1.562,0.026,0,0
9431647,7/25/2003,2:00,1.793,0.033,0,0
9431647,7/25/2003,3:00,1.985,0.033,0,0
9431647,7/25/2003,4:00,2.056,0.033,0,0
9431647,7/25/2003,5:00,1.98,0.027,0,0
9431647,7/25/2003,6:00,1.708,0.031,0,0
9431647,7/25/2003,7:00,1.351,0.029,0,0
9431647,7/25/2003,8:00,0.914,0.035,0,0
9431647,7/25/2003,9:00,0.488,0.026,0,0
9431647,7/25/2003,10:00,0.17,0.025,0,0
9431647,7/25/2003,11:00,-0.006,0.027,0,0
9431647,7/25/2003,12:00,0.03,0.024,0,0
9431647,7/25/2003,13:00,0.201,0.021,0,0
9431647,7/25/2003,14:00,0.506,0.022,0,0
9431647,7/25/2003,15:00,0.837,0.026,0,0
9431647,7/25/2003,16:00,1.144,0.027,0,0
9431647,7/25/2003,17:00,1.399,0.035,0,0
9431647,7/25/2003,18:00,1.482,0.038,0,0
9431647,7/25/2003,19:00,1.474,0.034,0,0
9431647,7/25/2003,20:00,1.392,0.038,0,0
9431647,7/25/2003,21:00,1.248,0.031,0,0
9431647,7/25/2003,22:00,1.166,0.03,0,0
9431647,7/25/2003,23:00,1.17,0.024,0,0
9431647,7/26/2003,0:00,1.268,0.025,0,0
9431647,7/26/2003,1:00,1.45,0.026,0,0
9431647,7/26/2003,2:00,1.717,0.028,0,0
9431647,7/26/2003,3:00,1.961,0.042,0,0
9431647,7/26/2003,4:00,2.104,0.033,0,0
9431647,7/26/2003,5:00,2.167,0.043,0,0
9431647,7/26/2003,6:00,1.998,0.036,0,0
9431647,7/26/2003,7:00,1.647,0.027,0,0
9431647,7/26/2003,8:00,1.237,0.032,0,0
9431647,7/26/2003,9:00,0.745,0.039,0,0
9431647,7/26/2003,10:00,0.299,0.027,0,0
9431647,7/26/2003,11:00,-0.003,0.025,0,0
9431647,7/26/2003,12:00,-0.131,0.037,0,0
9431647,7/26/2003,13:00,-0.053,0.029,0,0
9431647,7/26/2003,14:00,0.183,0.027,0,0
9431647,7/26/2003,15:00,0.555,0.031,0,0
9431647,7/26/2003,16:00,0.92,0.027,0,0
9431647,7/26/2003,17:00,1.27,0.033,0,0
9431647,7/26/2003,18:00,1.48,0.027,0,0
9431647,7/26/2003,19:00,1.566,0.039,0,0
9431647,7/26/2003,20:00,1.535,0.045,0,0
9431647,7/26/2003,21:00,1.389,0.035,0,0
9431647,7/26/2003,22:00,1.234,0.034,0,0
9431647,7/26/2003,23:00,1.137,0.032,0,0
9431647,7/27/2003,0:00,1.138,0.034,0,0
9431647,7/27/2003,1:00,1.253,0.02,0,0
9431647,7/27/2003,2:00,1.488,0.033,0,0
9431647,7/27/2003,3:00,1.796,0.023,0,0
9431647,7/27/2003,4:00,2.046,0.033,0,0
9431647,7/27/2003,5:00,2.183,0.039,0,0
9431647,7/27/2003,6:00,2.171,0.03,0,0
9431647,7/27/2003,7:00,1.925,0.032,0,0
9431647,7/27/2003,8:00,1.524,0.03,0,0
9431647,7/27/2003,9:00,1.02,0.028,0,0
9431647,7/27/2003,10:00,0.515,0.023,0,0
9431647,7/27/2003,11:00,0.079,0.029,0,0
9431647,7/27/2003,12:00,-0.172,0.029,0,0
9431647,7/27/2003,13:00,-0.256,0.02,0,0
9431647,7/27/2003,14:00,-0.092,0.024,0,0
9431647,7/27/2003,15:00,0.247,0.018,0,0
9431647,7/27/2003,16:00,0.669,0.022,0,0
9431647,7/27/2003,17:00,1.075,0.022,0,0
9431647,7/27/2003,18:00,1.425,0.041,0,0
9431647,7/27/2003,19:00,1.631,0.029,0,0
9431647,7/27/2003,20:00,1.67,0.029,0,0
9431647,7/27/2003,21:00,1.568,0.023,0,0
9431647,7/27/2003,22:00,1.387,0.027,0,0
9431647,7/27/2003,23:00,1.205,0.044,0,0
9431647,7/28/2003,0:00,1.1,0.026,0,0
9431647,7/28/2003,1:00,1.139,0.035,0,0
9431647,7/28/2003,2:00,1.345,0.023,0,0
9431647,7/28/2003,3:00,1.632,0.031,0,0
9431647,7/28/2003,4:00,1.949,0.035,0,0
9431647,7/28/2003,5:00,2.21,0.032,0,0
9431647,7/28/2003,6:00,2.302,0.022,0,0
9431647,7/28/2003,7:00,2.193,0.031,0,0
9431647,7/28/2003,8:00,1.904,0.027,0,0
9431647,7/28/2003,9:00,1.429,0.027,0,0
9431647,7/28/2003,10:00,0.892,0.024,0,0
9431647,7/28/2003,11:00,0.347,0.026,0,0
9431647,7/28/2003,12:00,-0.074,0.023,0,0
9431647,7/28/2003,13:00,-0.282,0.02,0,0
9431647,7/28/2003,14:00,-0.262,0.024,0,0
9431647,7/28/2003,15:00,-0.03,0.017,0,0
9431647,7/28/2003,16:00,0.382,0.023,0,0
9431647,7/28/2003,17:00,0.871,0.029,0,0
9431647,7/28/2003,18:00,1.298,0.032,0,0
9431647,7/28/2003,19:00,1.596,0.039,0,0
9431647,7/28/2003,20:00,1.748,0.031,0,0
9431647,7/28/2003,21:00,1.715,0.029,0,0
9431647,7/28/2003,22:00,1.533,0.019,0,0
9431647,7/28/2003,23:00,1.304,0.03,0,0
9431647,7/29/2003,0:00,1.126,0.023,0,0
9431647,7/29/2003,1:00,1.074,0.027,0,0
9431647,7/29/2003,2:00,1.185,0.029,0,0
9431647,7/29/2003,3:00,1.414,0.027,0,0
9431647,7/29/2003,4:00,1.747,0.035,0,0
9431647,7/29/2003,5:00,2.104,0.029,0,0
9431647,7/29/2003,6:00,2.329,0.037,0,0
9431647,7/29/2003,7:00,2.376,0.045,0,0
9431647,7/29/2003,8:00,2.205,0.038,0,0
9431647,7/29/2003,9:00,1.82,0,0,
9431647,7/29/2003,10:00,1.274,0.033,0,0
9431647,7/29/2003,11:00,0.688,0.032,0,0
9431647,7/29/2003,12:00,0.156,0.034,0,0
9431647,7/29/2003,13:00,-0.212,0.023,0,0
9431647,7/29/2003,14:00,-0.369,0.024,0,0
9431647,7/29/2003,15:00,-0.244,0.043,0,0
9431647,7/29/2003,16:00,0.12,0.023,0,0
9431647,7/29/2003,17:00,0.6,0.048,0,0
9431647,7/29/2003,18:00,1.078,0.052,0,0
9431647,7/29/2003,19:00,1.488,0.063,0,0
9431647,7/29/2003,20:00,1.742,0.04,0,0
9431647,7/29/2003,21:00,1.815,0.031,0,0
9431647,7/29/2003,22:00,1.703,0.032,0,0
9431647,7/29/2003,23:00,1.45,0.032,0,0
9431647,7/30/2003,0:00,1.221,0.028,0,0
9431647,7/30/2003,1:00,1.033,0.03,0,0
9431647,7/30/2003,2:00,0.993,0.047,0,0
9431647,7/30/2003,3:00,1.154,0.03,0,0
9431647,7/30/2003,4:00,1.472,0.033,0,0
9431647,7/30/2003,5:00,1.833,0.044,0,0
9431647,7/30/2003,6:00,2.177,0.036,0,0
9431647,7/30/2003,7:00,2.348,0.043,0,0
9431647,7/30/2003,8:00,2.347,0.054,0,0
9431647,7/30/2003,9:00,2.101,0.043,0,0
9431647,7/30/2003,10:00,1.665,0.043,0,0
9431647,7/30/2003,11:00,1.084,0.034,0,0
9431647,7/30/2003,12:00,0.501,0,0,
9431647,7/30/2003,13:00,-0.018,0.033,0,0
9431647,7/30/2003,14:00,-0.312,0.042,0,0
9431647,7/30/2003,15:00,-0.325,0.023,0,0
9431647,7/30/2003,16:00,-0.084,0.024,0,0
9431647,7/30/2003,17:00,0.336,0.03,0,0
9431647,7/30/2003,18:00,0.855,0.033,0,0
9431647,7/30/2003,19:00,1.352,0.051,0,0
9431647,7/30/2003,20:00,1.71,0.034,0,0
